Item ID,Title,Price,Currency,Condition,Item URL,Image URL,Seller Username,Seller Feedback %,Seller Feedback Score,Shipping Cost,Shipping Currency,Original Price,Discount Percentage,Discount Amount,Categories,Country
v1|286059104623|588160394725,Dell Windows 11 Pro Desktop Computer PC Up To i7 8th Gen. 32GB RAM 4TB SSD/HDD,117.58,USD,Excellent - Refurbished,https://www.ebay.com/itm/286059104623?_skw=computer&hash=item429a73896f:g:oIMAAOSwjcFm408f,https://i.ebayimg.com/images/g/oIMAAOSwjcFm408f/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,146.98,20,29.40,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|235751694161|536111513935,Gaming PC RGB Desktop Computer i7 32GB  1TB SSD 2TB HDD RX 580 WIFI WIN10 PRO,249.99,USD,Excellent - Refurbished,https://www.ebay.com/itm/235751694161?_skw=computer&hash=item36e3e55f51:g:Tr0AAOSwMB9m7FjL,https://i.ebayimg.com/images/g/Tr0AAOSwMB9m7FjL/s-l225.jpg,wolftecinc,98.7,9026,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|304041042675|605111979988,"Dell Desktop Computer PC i5, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro WiFi",289.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/304041042675?_skw=computer&hash=item46ca4222f3:g:8MIAAOSwQKpnrFd9&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UbBdfhIoHGmaI9qG2eyxQrxsqztuZI14LMqPmJVpqSqZ66z14DAjPzQv5caqcH1QSr2sWLQrkxVJlWj%2F6m3quuN1EcUb%2Bn0SqEnD5AHPvTRtQgdguyNqBhFaRMknx1zmXuT2TUKRm1DqSsrxQuJESAQ44SKRJeuSMj5zivSeJrth96bhtr7O2RHmd8haSnxchHUNg3HYgMVLiRxITF2o%2FgWGbT2XwlsCFJd8q%2B8CNyNtVZq%2FOPRYY1fWNAy796C0GmyUB2d0r%2FFy6bbYdju82Sa,https://i.ebayimg.com/images/g/8MIAAOSwQKpnrFd9/s-l225.jpg,tech_leaf,100.0,14783,0.00,USD,1445.00,80,1156.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|296722292936|594673501984,"HP Desktop Computer PC i7, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro, WiFi BT",269.99,USD,Certified - Refurbished,https://www.ebay.com/itm/296722292936?_skw=computer&hash=item451606e0c8:g:hIUAAOSw7qBnq3SI&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UbSM8rS1hsmZt1RlCeiQscpUPUxDU0y%2Fb7ZMN6J2neVvMtZlV7fJKidSgPis3OeDzElfoFynyXN1b%2FPDYjTRnOsuoqhe5ZX8jwHtIKLyWApu33ZDKFcHkUcxLYPOyqc3M1Mkyv428yu8Sz3myZLOTuGpoEzBK8iYTYHxtuSxZEFEggHDtqcEA8qIYuvFMY6WFV%2Br0iKDaSXnsegk40I3KBjuerAIgRYkQixp2uA2xTACyaZ24OHIzubm%2Bb000LDLZYyRcS9CEygcXGzs4V93g%2B6,https://i.ebayimg.com/images/g/hIUAAOSw7qBnq3SI/s-l225.jpg,norrios,97.5,1196,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|365213672465|634885076966,"DELL Desktop Computer PC i7, up to 64GB RAM, 17TB SSD HDD, Windows 10/11 , WiFi",187.95,USD,Excellent - Refurbished,https://www.ebay.com/itm/365213672465?_skw=computer&hash=item55086e6411:g:GBEAAOSwuShnRNzE&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UZS15Cb2Z74IiyrZ2pl7MNGwRt5zl0UmAumKxifD%2FvPBq52aRQlcPcq9jcK6hZW2u%2FD%2BvO%2BGM6mE8wf1BNg2KmC4GS8JZdK%2BdQ%2FDZ9pDnHOpMxbQH%2BrTK5d9cnr%2B0hlcGTx%2BMm2j15Y%2B%2Bu8FWSkf5RKB%2BCJNbHUCaWWAvm%2BlYSE4%2Bp%2FAm2IZC%2BM128%2BCGAVE%2FZOCp2Xdj8uUnze4feV7o80GeRHRqwEnahrBAAxpQUZeNtxfyjo2C7yBgQWBCH3Gl8kckgIa4pZbCqDy4oy9FpD,https://i.ebayimg.com/images/g/GBEAAOSwuShnRNzE/s-l225.jpg,kenji2007,99.3,2234,0.00,USD,895.00,79,707.05,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|395905270103|664578593556,"DELL Desktop Computer PC i7, up to 64GB RAM 17TB SSD/HDD, Windows 10/11, WiFi BT",198.45,USD,Excellent - Refurbished,https://www.ebay.com/itm/395905270103?_skw=computer&hash=item5c2dcb0157:g:sBIAAOSwTiZnawT6&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UabwzI3KJDYoUk1OnJho2Tkp988mniQgclZW8QsTHAlTEzQtHImS1ZXiV%2BtOaS3%2FErtsEzQgt6mkontHYjAKceu7An%2BNA3Ye8pbT152LgMEdyEwGgpfiJ1Bou9zVzEQkLkogVpEKshoc%2F0OIH1Vd0pZuAt82gxt%2FwJ4017rrC0AWZqyHSYsH7YdsxyfTsqioZ9U74l9Jaftqk8jWotumcDgkdowl1TgHZHcV4dTNUO%2FRLSWEddKpJ6AbIB0IUT4lGnNV292SSsN9nnEKjoKxe0n,https://i.ebayimg.com/images/g/sBIAAOSwTiZnawT6/s-l225.jpg,cwl622,99.6,274,0.00,USD,945.00,79,746.55,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|256644193567|556932560751,Dell Desktop i5 Tower Computer PC Up To 32GB RAM 4TB SSD/HDD Windows 10 Pro WiFi,75.98,USD,Very Good - Refurbished,https://www.ebay.com/itm/256644193567?_skw=computer&hash=item3bc12f9d1f:g:2GkAAOSwBJNnqnDX,https://i.ebayimg.com/images/g/2GkAAOSwBJNnqnDX/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,94.98,20,19.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|235947184231|0,Lenovo ThinkCentre M920Q Tiny i5-8500T 16GB 256GB SSD Windows 11 Pro WIFI,130.00,USD,Used,https://www.ebay.com/itm/235947184231?_skw=computer&hash=item36ef8c5067:g:N0cAAOSw~YVnpYgm,https://i.ebayimg.com/images/g/N0cAAOSw~YVnpYgm/s-l225.jpg,depotnet,90.9,377,,,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|186959909944|0,HP Elitedesk 705 G4 Desktop AMD Ryzen 5 PRO 2400GE 16 GB 256GB SSD Micro PC WiFi,85.00,USD,Used,https://www.ebay.com/itm/186959909944?_skw=computer&hash=item2b87add438:g:O6AAAOSwg0Rnpldk,https://i.ebayimg.com/images/g/O6AAAOSwg0Rnpldk/s-l225.jpg,stephenscitysurplus,100.0,2994,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|396131452006|664817109702,"Lenovo Micro Desktop Computer PC, Up to 16 GB RAM 1TB SSD, Windows 11/10 WiFi",79.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/396131452006?_skw=computer&hash=item5c3b464466:g:CMAAAOSwwdZnislv,https://i.ebayimg.com/images/g/CMAAAOSwwdZnislv/s-l225.jpg,cwl622,99.6,274,0.00,USD,158.00,50,79.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|365077611889|634721551961,"HP Mini Desktop Computer PC i7, up to 32GB RAM 1TB M.2 SSD,  Windows 11/10, WiFi",144.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/365077611889?_skw=computer&hash=item5500524571:g:ZrAAAOSwYkFnBs2-,https://i.ebayimg.com/images/g/ZrAAAOSwYkFnBs2-/s-l225.jpg,kenji2007,99.3,2234,0.00,USD,720.00,80,576.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|286191543013|0,"HP Desktop Computer Intel i5 PC SFF 8GB RAM 500GB HD Wi-Fi, No O.S.",65.00,USD,Very Good - Refurbished,https://www.ebay.com/itm/286191543013?_skw=computer&hash=item42a25862e5:g:AwEAAOSw54FnrtqS,https://i.ebayimg.com/images/g/AwEAAOSw54FnrtqS/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|305041536581|604014017762,"HP RGB G3 Desktop Computer i7 32GB 2TB SSD 2TB HDD New 24"" LED Built-in WiFi Pro",169.99,USD,Excellent - Refurbished,https://www.ebay.com/itm/305041536581?_skw=computer&hash=item4705e47645:g:bjsAAOSwFU5k8hU3,https://i.ebayimg.com/images/g/bjsAAOSwFU5k8hU3/s-l225.jpg,sj_computers_llc,98.2,17861,0.00,USD,195.00,13,25.01,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|176856813242|0,Dell Optiplex XE3 Tower Bare Bones,15.00,USD,Used,https://www.ebay.com/itm/176856813242?_skw=computer&hash=item292d7cceba:g:LK0AAOSwYr5ntPNi,https://i.ebayimg.com/images/g/LK0AAOSwYr5ntPNi/s-l225.jpg,my_bargain_man,100.0,604,,,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|356540409429|0,Dell OptiPlex 7050 Micro Tower PC Computer i5-7500T 2.50GHz 8GB WIFI + Adapter#2,71.00,USD,Used,https://www.ebay.com/itm/356540409429?_skw=computer&hash=item530376e655:g:RzAAAOSwQbZnpKOD,https://i.ebayimg.com/images/g/RzAAAOSwQbZnpKOD/s-l225.jpg,technow20,95.8,1158,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|115993035160|0,"New Hp 22"" All-In-One Desktop Computer Pentium Silver 3.2GHz 8GB 128GB SSD Win11",259.99,USD,Open box,https://www.ebay.com/itm/115993035160?_skw=computer&hash=item1b01b94198:g:uqQAAOSwU95lZXZy,https://i.ebayimg.com/images/g/uqQAAOSwU95lZXZy/s-l225.jpg,innovee.tech,99.0,22600,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|256681287606|557022873564,Dell Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD/HDD Windows 10 Pro Wi-Fi,78.38,USD,Very Good - Refurbished,https://www.ebay.com/itm/256681287606?_skw=computer&hash=item3bc3659fb6:g:bOYAAOSwhx5nmlFx,https://i.ebayimg.com/images/g/bOYAAOSwhx5nmlFx/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,97.98,20,19.60,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|256776751292|0,"Lenovo Desktop All In One Computer Intel i5 24"" 16GB RAM 512GB SSD Windows 11 PC",288.56,USD,Excellent - Refurbished,https://www.ebay.com/itm/256776751292?_skw=computer&hash=item3bc91648bc:g:7v0AAOSwfAlnr3ad,https://i.ebayimg.com/images/g/7v0AAOSwfAlnr3ad/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|286165081933|588279513246,HP Desktop Computer PC SFF Intel i5 Up To 32GB RAM 1TB SSD Windows 10 Pro Wi-Fi,75.18,USD,Excellent - Refurbished,https://www.ebay.com/itm/286165081933?_skw=computer&hash=item42a0c49f4d:g:W18AAOSwYxFnYdxa&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UaWUmF6PqX7ePXTqPNFtv0%2BdMy5Ih71y%2BLho6Xd8Q7uYRxyq0pe5cTZaxXtf6o3NTjc0M3HmxxtwILVDTSDe%2BF%2F2GSyhW%2Bo%2FMuNZCTKExpM7jqimkudygx5hEmF0rOnFvnL0scug%2FlzLl2gDIgv2mjCZC0UVNSBpTfes5JZPqMnj8okPsU%2BUGgZCI9rgb55Aa4KDjR86ymsS6BfD186ggOnSDSxSepwXwIoaweOVlGZTuY82r10HCZGWGsT9IwWRkfCLP60DP2F8gECe%2FCwxstX,https://i.ebayimg.com/images/g/W18AAOSwYxFnYdxa/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,93.98,20,18.80,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|365362026156|635146325319,"DELL Desktop Computer PC i7, up to 32GB RAM 2TB SSD/HDD, Windows 10/11,DVD-ROM",149.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/365362026156?_skw=computer&hash=item55114616ac:g:NhMAAOSwz6tnk-Wg&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UbT7H7enbottF74YnHaxlUPWAWQx46hsSAbzHh0%2FbrT3447Fj5yP47YRNFdhegK45zUN1%2F2m1BpDWLFTsihjrYomdjfO%2F6oPKcuQb5m1xZnSUml6b9fR0hyh0ay2bpsDDR%2FgJ8m16P%2B%2BRdOmhtcHceTt%2BF3I%2FwZZJafbpSsbIcpx0cmzJV2FVB0K1dQHd6e9Oj%2FS8ZSxQEBU%2Bz8upxUZ5EzoKbA2fqe53daZteKTqdKmFeyCW1s%2BWrzABGQCuf2ltEZr0YvEDzO0WCIJjtREACm,https://i.ebayimg.com/images/g/NhMAAOSwz6tnk-Wg/s-l225.jpg,kenji2007,99.3,2234,0.00,USD,745.00,80,596.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|295892569115|594440822967,"Dell Desktop PC i7 8th Gen, up to 64GB RAM, 4TB SSD, Windows 11/10 Pro WiFi BT",1781.45,USD,Excellent - Refurbished,https://www.ebay.com/itm/295892569115?_skw=computer&hash=item44e4924c1b:g:YF8AAOSwZy5ns~WG&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UZTYcN%2BpZCdNsxmtRlSip5mFFoxbYEOg%2FWyfW5SQln3qFowiMfCmkg6BBJH5fCtHWOoesULYCO1yenHm3xvhWYm65p3oynwhFmd4A%2BYf%2BqoDNb4ehCD2iNayPmpJFFR7vfAMpRlzrE3MyIsgq51NhumNY6zWCMNSKH0Pv6T03R%2FMErWjGNStqAFK7Dd7z13Uja2I4ljvVV82P4lPjPtU2xnGlGtqpIpmab9%2BoEWPhqek2stTc0JmIr6GAWWkcMBDbIA6ZLOgFkwLhV31%2Fawn0hj,https://i.ebayimg.com/images/g/YF8AAOSwZy5ns~WG/s-l225.jpg,tech_leaf,100.0,14783,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|365356354746|635155889002,"HP Desktop Computer PC i7 6TH,up to 64GB RAM,17TB SSD HDD,  Windows 10/11, WiFi",139.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/365356354746?_skw=computer&hash=item5510ef8cba:g:lz8AAOSw44lnkAQG&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UaNZO52xPWslrLK3nqz8nhb7Yeq%2BIRYNY4lEQ9knJfEiNZ3DdCSVpaJp%2Bmk1ONsR%2Ffn%2FrKhAZeTPkRgr8QFlLgFC7MWPhazVCHXgRL%2BWs9ITq5RGbpOx1wddL6HjeGU6FItuHz9UKbPy1nEnplpK1C0%2F1zu9XLcH2ttqzeetyoHfqyWSW5Km4X%2FYnTrtrouAc1KKuvzO2%2BPYqui5XBF6ro%2BKSJvU7I9Sw%2Bv4unx3NujKZrdzphoKUjzG0GsU8MEbRJxTCpPsQcwNyfsJymSeKD5,https://i.ebayimg.com/images/g/lz8AAOSw44lnkAQG/s-l225.jpg,kenji2007,99.3,2234,0.00,USD,695.00,80,556.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|285956880482|0,Dell OptiPlex 3050 SFF Intel Core i5-7500 3.4GHz 8GB RAM No HDD No OS,67.35,USD,Used,https://www.ebay.com/itm/285956880482?_skw=computer&hash=item42945bb862:g:cBwAAOSwjvJmkUpc,https://i.ebayimg.com/images/g/cBwAAOSwjvJmkUpc/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|395297965563|0,Fast Windows Xp Dell Computer 790 i5 3.3ghz 500gb HDD dvd/RW Dual monitor,86.99,USD,Used,https://www.ebay.com/itm/395297965563?_skw=computer&hash=item5c099845fb:g:bOEAAOSwWAtnFxyk,https://i.ebayimg.com/images/g/bOEAAOSwWAtnFxyk/s-l225.jpg,jmgsurplus,98.2,342,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|256625419903|0,"HP Desktop All In One Computer Intel i3 21.5"" 8GB RAM 500GB HDD Windows 10 Wi-Fi",139.98,USD,Very Good - Refurbished,https://www.ebay.com/itm/256625419903?_skw=computer&hash=item3bc011267f:g:W~wAAOSwHQJnnDEJ,https://i.ebayimg.com/images/g/W~wAAOSwHQJnnDEJ/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|285978347860|588059408287,HP Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD/HDD Windows 10 Pro Wi-Fi,75.18,USD,Very Good - Refurbished,https://www.ebay.com/itm/285978347860?_skw=computer&hash=item4295a34954:g:9GwAAOSwIxtnL3dt,https://i.ebayimg.com/images/g/9GwAAOSwIxtnL3dt/s-l225.jpg,discountcomputerdepot,98.6,127319,0.00,USD,93.98,20,18.80,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|135530783444|0,Dell Desktop Computer PC i5 16GB RAM 240GB SSD Wifi Windows 10 Pro,79.99,USD,Used,https://www.ebay.com/itm/135530783444?_skw=computer&hash=item1f8e43a2d4:g:1Y0AAOSwv6lnlpz-,https://i.ebayimg.com/images/g/1Y0AAOSwv6lnlpz-/s-l225.jpg,rebootpcsllc,99.3,584,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
v1|116265948671|416501793893,"New HP 24"" Touchscreen All In One Computer i3-1115G4 Up To 32GB & 2TB SSD Win 11",379.99,USD,Open box,https://www.ebay.com/itm/116265948671?_skw=computer&hash=item1b11fd95ff:g:TWcAAOSw2QlmXTVp,https://i.ebayimg.com/images/g/TWcAAOSw2QlmXTVp/s-l225.jpg,innovee.tech,99.0,22600,0.00,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay United States
