Title,Price,Currency,Condition,Seller Feedback %,Seller Feedback Score,Shipping Cost,Shipping Currency,Original Price,Discount Percentage,Discount Amount,Country,Shipping_Cost,Brand,Processor,RAM,Device Type
Pc Fisso Computer Desktop Dell 3420 SFF i7 RAM 16GB SSD 240GB W11 Ricondizionato,2209.5837,MAD,Refurbished,99.3,89972,0.0,MAD,2209.5837,0,0.0,Austria,0.0,Dell,i7,16GB,Other or unknown
Fujitsu Konfigurator Computer Q556 Mini PC Intel G4400T 8GB RAM 256GB SSD Win 11,1162.8837,MAD,Refurbished,99.8,9362,19.9,MAD,1162.8837,0,0.0,Austria,231.437,Unknown,Unknown,8GB,Desktop
PC Fisso Computer Desktop Tower HP i7 Ram 16GB SSD 512GB Win 10 (Ricondizionato),2673.737,MAD,Refurbished,99.3,89972,0.0,MAD,2673.737,0,0.0,Austria,0.0,Hp,i7,16GB,Other or unknown
PC DESKTOP COMPUTER FISSO HP 800 G1 i5 RAM 8GB 128GB SSD OTTIME CONDIZIONI WIN11,930.2837,MAD,Refurbished,97.4,38495,14.9,MAD,930.2837,0,0.0,Austria,173.287,Hp,i5,8GB,Other or unknown
PC Fisso Computer Ricondizionato Grado B Lenovo M700 i5 16Gb Ram 480Gb SSD Win10,1452.5870000000002,MAD,Refurbished,99.3,89972,0.0,MAD,1452.5870000000002,0,0.0,Austria,0.0,Lenovo,i5,16GB,Other or unknown
COMPUTER DELL  T3400 RS-232 LPT DVD BRENNER FÜR CAD GRAFIK Nvidia Quadro Karte,646.0465,MAD,Used,100.0,440,22.9,MAD,646.0465,0,0.0,Austria,266.327,Dell,Unknown,Unknown,Desktop
Mini PC Computer Lenovo M910q Tiny i5-7500T Ram 8GB SSD 240GB W10 Ricondizionato,1627.0370000000003,MAD,Refurbished,99.3,89972,0.0,MAD,1627.0370000000003,0,0.0,Austria,0.0,Lenovo,i5,8GB,Other or unknown
PC Computer Desktop Assemblato i5-12400 Ram 32GB SSD 1TB Windows 11 Office 2021,6162.737,MAD,New,99.3,89972,0.0,MAD,6162.737,0,0.0,Austria,0.0,Unknown,i5,32GB,Other or unknown
SCHNELLER COMPUTER i5 4. QUAD WLAN DESKTOP PC & TFT SET 16GB WINDOWS 10 SSD & HDD,744.0874,MAD,Refurbished,98.1,9378,33.13,MAD,744.0874,0,0.0,Austria,385.30190000000005,Unknown,i5,16GB,Desktop
Pc Assemblato i7 Ram 16Gb SSD 512Gb Win 11 Wi-Fi Office Computer Desktop Nuovo,3683.221,MAD,New,100.0,159,19.5,MAD,3683.221,0,0.0,Austria,226.78500000000003,Unknown,i7,16GB,Other or unknown
PC Computer Gaming Fujitsu i7 Ram 32GB SSD 1TB RTX 3050 Win 10 (Ricondizionato),5813.837,MAD,Refurbished,99.3,89972,0.0,MAD,5813.837,0,0.0,Austria,0.0,Unknown,i7,32GB,Other or unknown
Computer PC HP 600G1 CORE i5 8GB DDR3 SSD 240GB Desktop Fisso WINDOWS 10 PRO,1045.537,MAD,Refurbished,100.0,3975,39.9,MAD,1045.537,0,0.0,Austria,464.03700000000003,Hp,i5,8GB,Other or unknown
Nuc Box-1135G7/US/AI Ultrakompakter PC Kit Computer 1100 Box Serie AI,4433.8212,MAD,Used,100.0,729,368.8,MAD,4433.8212,0,0.0,Austria,4289.144,Unknown,Unknown,Unknown,Desktop
"Dell Desktop Computer PC i7, bis zu 32GB RAM, 3TB SSD, Windows 11/10 Pro, WiFi BT",2564.8802,MAD,Refurbished,100.0,14745,66.33,MAD,12824.517300000001,80,10259.6371,Austria,771.4179,Dell,i7,32GB,Desktop
COMPUTER PC RICONDIZIONATO HP 705G1 AMD A8 RAM 8GB SSD 120GB + 500GB WINDOWS 10,987.3870000000002,MAD,Refurbished,100.0,3975,39.9,MAD,987.3870000000002,0,0.0,Austria,464.03700000000003,Hp,Unknown,8GB,Other or unknown
PC COMPUTER SFF HP DC7900 INTEL CORE 2 E7200 2.53GHZ RAM 4GB HDD160GB WIN VISTA,407.05,MAD,Refurbished,99.8,25392,25.0,MAD,407.05,0,0.0,Austria,290.75,Hp,Unknown,4GB,Other or unknown
DELL / AUTOCAD 2022 - CIVIL3D - ADVANCED STEEL - QUAD CPU\NVME - FAST 3.000 MBS PER SEC,5265.249900000001,MAD,Used,100.0,961,102.69,MAD,5265.249900000001,0,0.0,Austria,1194.2847000000002,Dell,Unknown,Unknown,Desktop
Mini PC Computer Desktop Ricondizionato Dell i5 Ram 8GB SSD 240GB Windows 10 Pro,1744.3837000000003,MAD,Refurbished,99.3,89972,0.0,MAD,1744.3837000000003,0,0.0,Austria,0.0,Dell,i5,8GB,Other or unknown
Fujitsu PC Computer Q556/2 Mini Intel i3-6100T 4-32 GB RAM 256GB m.2 SSD Win 11,1162.8837,MAD,Refurbished,99.8,9362,19.9,MAD,1162.8837,0,0.0,Austria,231.437,Unknown,i3,Unknown,Desktop
HP i5 WINDOWS XP 32 bit PORTA COM SERIALE 4GB COMPUTER con CD INSTALLAZIONE,1337.45,MAD,Refurbished,97.9,1585,45.0,MAD,1337.45,0,0.0,Austria,523.35,Hp,i5,4GB,Other or unknown
"DELL Desktop Computer PC i7, up to 64GB RAM, 8TB SSD, Windows 10/11 Pro, WiFi BT",3145.7789999999995,MAD,Refurbished,99.2,2206,57.69,MAD,14979.9,79,11834.121,Belgium,578.0537999999999,Dell,i7,Unknown,Desktop
"DELL Desktop Computer PC i7, up to 64GB RAM 16TB SSD/HDD, Windows 10/11, WiFi BT",3296.58,MAD,Refurbished,99.2,2206,58.18,MAD,15698.0334,79,12401.4534,Belgium,582.9635999999999,Dell,i7,Unknown,Desktop
"DELL Desktop Computer PC i7, up to 64GB RAM, 17TB SSD HDD, Windows 10/11 , WiFi",2198.8889999999997,MAD,Refurbished,99.2,2206,54.62,MAD,10470.9,79,8272.010999999999,Belgium,547.2923999999999,Dell,i7,Unknown,Desktop
"HP Desktop Computer PC i7, up to 64GB RAM, 4TB SSD, Windows 11/10 Pro, WiFi BT",2603.3963999999996,MAD,Refurbished,100.0,14745,63.18,MAD,13017.182399999998,80,10413.785999999998,Belgium,633.0636,Hp,i7,Unknown,Desktop
Lenovo Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD Windows 10 Pro Wi-Fi,1194.1836,MAD,Refurbished,98.6,127179,29.83,MAD,1492.7795999999998,20,298.596,Belgium,298.8966,Lenovo,i5,32GB,Desktop
HP Desktop i5 Computer PC Tower Up To 32GB RAM 4TB SSD/HDD Windows 10 Pro Wi-Fi,1357.8102,MAD,Refurbished,98.6,127179,100.09,MAD,1697.2877999999998,20,339.4776,Belgium,1002.9018,Hp,i5,32GB,Desktop
Gaming PC RGB Desktop Computer i7 32GB 1TB SSD 3TB HDD GTX 1070 WIFI WIN10,3406.6998,MAD,Refurbished,96.9,24400,101.08,MAD,3406.6998,0,0.0,Belgium,1012.8216,Unknown,i7,32GB,Desktop
Gaming PC RGB Desktop Computer i7 32GB  1TB SSD 2TB HDD RX 580 WIFI WIN10 PRO,2504.8998,MAD,Refurbished,98.7,9003,103.81,MAD,2504.8998,0,0.0,Belgium,1040.1761999999999,Unknown,i7,32GB,Desktop
Dell Windows 11 Pro Desktop Computer PC Up To i7 8th Gen. 32GB RAM 4TB SSD/HDD,2083.9595999999997,MAD,Refurbished,98.6,127179,65.06,MAD,2604.9996,20,521.04,Belgium,651.9012,Dell,i7,32GB,Desktop
"Dell Desktop Computer PC i7, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro, WiFi BT",3055.2984,MAD,Refurbished,100.0,14745,74.55,MAD,15276.5922,80,12221.2938,Belgium,746.991,Dell,i7,32GB,Desktop
Dell Optiplex XE3 Intel Core i7 8700 8th Gen. 3.2 GHz,651.3,MAD,Used,100.0,604,71.8,MAD,651.3,0,0.0,Belgium,719.4359999999999,Dell,i7,Unknown,Desktop
Custom Gaming PC Desktop Computer Intel i7 Core RTX 4060 SSD + 2TB HDD 32GB RAM,6813.3996,MAD,New,98.3,1396,198.38,MAD,6813.3996,0,0.0,Belgium,1987.7676,Unknown,i7,32GB,Desktop
"DELL Desktop Computer PC i7, up to 64GB RAM 17TB SSD/HDD, Windows 10/11, WiFi BT",1392.78,MAD,Refurbished,99.6,263,53.9,MAD,6632.237999999999,79,5239.458,Belgium,540.078,Dell,i7,Unknown,Desktop
"Dell Desktop Computer PC i5, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro WiFi",2895.7799999999997,MAD,Refurbished,100.0,14745,58.77,MAD,14478.9,80,11583.119999999999,Belgium,588.8754,Dell,i5,32GB,Desktop
"HP Mini Desktop Computer PC i7, up to 32GB RAM 1TB M.2 SSD,  Windows 11/10, WiFi",3146.2799999999997,MAD,Refurbished,99.2,2206,36.16,MAD,15731.4,80,12585.119999999999,Belgium,362.32319999999993,Hp,i7,32GB,Desktop
"Lenovo Micro Desktop Computer PC, Up to 16 GB RAM 1TB SSD, Windows 11/10 WiFi",991.9799999999999,MAD,Refurbished,99.6,263,30.19,MAD,1983.9599999999998,50,991.9799999999999,Belgium,302.5038,Lenovo,Unknown,Unknown,Desktop
Dell Desktop Computer PC SFF Intel Processor 8GB RAM 500GB HDD Windows 10 Wi-Fi,751.2996,MAD,Refurbished,98.6,127179,60.74,MAD,751.2996,0,0.0,Belgium,608.6148,Dell,Unknown,8GB,Desktop
Lenovo ThinkCentre M720q i3-8100T 3.10GHZ 8GB RAM NO HDD NO OS,601.0998,MAD,Used,97.6,4436,49.44,MAD,601.0998,0,0.0,Belgium,495.38879999999995,Lenovo,i3,8GB,Desktop
Dell Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD/HDD Windows 10 Pro Wi-Fi,785.3675999999999,MAD,Refurbished,98.6,127179,31.76,MAD,981.7596,20,196.392,Belgium,318.2352,Dell,i5,32GB,Desktop
HP ProDesk 400 G4 SFF Desktop Barebone✅No RAM CPU SSD ✅,249.999,MAD,Used,99.5,8733,40.39,MAD,249.999,0,0.0,Belgium,404.70779999999996,Hp,Unknown,Unknown,Desktop
Dell Desktop i5 Tower Computer PC Up To 32GB RAM 4TB SSD/HDD Windows 10 Pro WiFi,761.3196,MAD,Refurbished,98.6,127179,98.16,MAD,951.6996,20,190.38,Belgium,983.5631999999999,Dell,i5,32GB,Desktop
"DELL Desktop Computer PC i7, up to 32GB RAM 2TB SSD/HDD, Windows 10/11,DVD-ROM",991.9799999999999,MAD,Refurbished,99.2,2206,47.06,MAD,6155.185799999999,84,5163.2058,Belgium,471.5412,Dell,i7,32GB,Desktop
Dell OptiPlex 3050 SFF Intel Core i5-7500 3.4GHz 8GB RAM No HDD No OS,674.8469999999999,MAD,Used,98.6,127179,60.49,MAD,674.8469999999999,0,0.0,Belgium,606.1098,Dell,i5,8GB,Desktop
Custom Build ARGB Gaming Desktop Computer i7 PC 32GB RAM 1TB SSD NVIDIA GTX W11,2604.8994000000002,MAD,Open Box,97.9,1109,104.14,MAD,2604.8994000000002,0,0.0,Belgium,1043.4828,Unknown,i7,32GB,Desktop
HP Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD/HDD Windows 10 Pro Wi-Fi,1306.4076,MAD,Refurbished,98.6,127179,62.54,MAD,1633.0595999999998,20,326.652,Belgium,626.6508,Hp,i5,32GB,Desktop
Dell Desktop Windows 11 Computer PC 16GB RAM 256GB SSD Intel Core i5 8th Gen.,1718.1293999999998,MAD,Refurbished,98.6,127179,101.26,MAD,1718.1293999999998,0,0.0,Belgium,1014.6252000000001,Dell,i5,16GB,Desktop
HP Desktop i5 Computer Mini Pc Up To 16GB RAM 1TB HDD/SSD Windows 10 Pro Wi-Fi,1299.9948,MAD,Refurbished,98.6,127179,31.09,MAD,1733.3598,25,433.365,Belgium,311.5218,Hp,i5,16GB,Desktop
"HP Desktop Computer Intel i5 PC SFF 8GB RAM 500GB HD Wi-Fi, No O.S.",651.3,MAD,Refurbished,98.6,127179,64.07,MAD,651.3,0,0.0,Belgium,641.9813999999999,Hp,i5,8GB,Desktop
"Dell Desktop PC i5 13th Gen, up to 64GB RAM, 4TB SSD, Windows 11/10 Pro WiFi BT",6039.554999999999,MAD,Refurbished,100.0,14745,74.33,MAD,30197.5746,80,24158.0196,Belgium,744.7865999999999,Dell,i5,Unknown,Desktop
Dell Windows 11 Pro Desktop Computer Mini Pc Core i7 16GB RAM 1TB SSD Wi-Fi,3722.6303999999996,MAD,Refurbished,98.6,127179,70.37,MAD,3722.6303999999996,0,0.0,Belgium,705.1074,Dell,i7,16GB,Desktop
"HP Desktop Computer PC i7 6TH,up to 64GB RAM,17TB SSD HDD,  Windows 10/11, WiFi",2895.7799999999997,MAD,Refurbished,99.2,2206,64.13,MAD,14478.9,80,11583.119999999999,Belgium,642.5826,Hp,i7,Unknown,Desktop
Dell Desktop Computer Tower Up To 16GB RAM 1TB HDD/SSD 22in LCD Windows 10 Pro,923.343,MAD,Refurbished,98.6,127179,87.92,MAD,923.343,0,0.0,Belgium,880.9584,Dell,Unknown,16GB,Desktop
HP EliteDesk 800 G3 Desktop SFF Core i5-7600 3.5GHz 8GB RAM 500 GB HDD NO OS,751.3997999999999,MAD,Used,99.4,10871,57.18,MAD,751.3997999999999,0,0.0,Belgium,572.9436,Hp,i5,8GB,Desktop
Dell OptiPlex 7050 Micro Tower PC Computer i5-7500T 2.50GHz 8GB WIFI + Adapter#2,701.2997999999999,MAD,Used,95.8,1150,51.65,MAD,701.2997999999999,0,0.0,Belgium,517.533,Dell,i5,8GB,Desktop
Lenovo Windows 11 Desktop i5 Computer PC Tower Up To 32GB RAM 4TB HDD/SSD Wi-Fi,2264.3196,MAD,Refurbished,98.6,127179,103.03,MAD,2264.3196,0,0.0,Belgium,1032.3606,Lenovo,i5,32GB,Desktop
New HP Pavilion Computer Intel 12th Gen i3-12100 4.30GHz 8GB RAM 512GB SSD W11,2204.2998,MAD,Open Box,99.0,22569,102.84,MAD,2204.2998,0,0.0,Belgium,1030.4568,Hp,i3,8GB,Desktop
HP ProDesk 400 G5 SFF Desktop ✅Intel i3-8100 3.60GHz✅8GB RAM✅500GB HDD✅No OS,650.799,MAD,Used,99.5,8733,41.69,MAD,650.799,0,0.0,Belgium,417.7338,Hp,i3,8GB,Desktop
"HP 15.6"" Business Laptop Computer i5-7300 16GB RAM 256GB SSD DVD Windows 11 Pro",1993.98,MAD,Refurbished,98.9,8365,35.68,MAD,1993.98,0,0.0,Belgium,357.5136,Hp,i5,16GB,Laptop
"HP Desktop Computer PC i7, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro, WiFi BT",2705.2998,MAD,Refurbished,97.9,1194,104.46,MAD,2705.2998,0,0.0,Belgium,1046.6891999999998,Hp,i7,32GB,Desktop
HP Desktop Computer PC SFF Intel i5 Up To 32GB RAM 1TB SSD Windows 10 Pro Wi-Fi,753.3036000000001,MAD,Refurbished,98.6,127179,34.01,MAD,941.6796,20,188.376,Belgium,340.7802,Hp,i5,32GB,Desktop
"Windows 11 PRO Laptop Notebook PC Computer, 8GB Ram, Webcam, Wifi, and HDMI",991.9799999999999,MAD,Used,94.8,47559,37.43,MAD,991.9799999999999,0,0.0,Belgium,375.04859999999996,Unknown,Unknown,8GB,Laptop
"HP RGB G3 Desktop Computer i7 32GB 2TB SSD 2TB HDD New 24"" LED Built-in WiFi Pro",1703.2998,MAD,Refurbished,98.1,17849,60.26,MAD,1953.8999999999999,13,250.6002,Belgium,603.8051999999999,Hp,i7,32GB,Desktop
HP EliteDesk 800 G2 SFF Intel i5-6600 3.3GHz 8GB Ram 500GB HDD No OS,571.0398,MAD,Used,99.4,10871,66.49,MAD,571.0398,0,0.0,Belgium,666.2298,Hp,i5,8GB,Desktop
Fast Windows Xp Dell Computer 790 i5 3.3ghz 500gb HDD dvd/RW Dual monitor,851.5998,MAD,Used,97.7,337,75.0,MAD,851.5998,0,0.0,Belgium,751.5,Dell,i5,Unknown,Desktop
Dell OptiPlex 3050 Micro USFF Intel i5-7500 16GB RAM 128GB SSD Windows 11 WiFi !,998.8937999999999,MAD,Used,97.0,52218,70.0,MAD,998.8937999999999,0,0.0,Belgium,701.4,Dell,i5,16GB,Desktop
Lenovo ThinkCentre M720q Tiny - i7-8700T / 16GB RAM / 256GB SSD / Windows 11,1653.3,MAD,Used,100.0,91,34.58,MAD,1653.3,0,0.0,Belgium,346.49159999999995,Lenovo,i7,16GB,Desktop
"New HP 24"" Touchscreen All In One Computer i3-1115G4 Up To 32GB & 2TB SSD Win 11",3807.4998,MAD,Open Box,99.0,22569,38.3,MAD,3807.4998,0,0.0,Belgium,383.76599999999996,Hp,i3,32GB,Desktop
HP Chromebox G1 TPN-Q150 Intel 1.4GHz 16GB SSD 4GB RAM - Ethernet - SD Card WIFI,330.65999999999997,MAD,Used,97.0,52218,70.0,MAD,330.65999999999997,0,0.0,Belgium,701.4,Hp,Unknown,16GB,Desktop
Dell Desktop i7 Computer PC Tower Up To 32GB RAM 4TB SSD/HDD Windows 10 Pro WiFi,3530.046,MAD,Refurbished,98.6,127179,107.14,MAD,4412.5073999999995,20,882.4613999999999,Belgium,1073.5428,Dell,i7,32GB,Desktop
"Dell Latitude 13.3"" Laptop PC Computer Core i3 4GB Ram 128GB Windows 11 WIFI BT",1096.689,MAD,Refurbished,98.6,127179,32.77,MAD,1096.689,0,0.0,Belgium,328.35540000000003,Dell,i3,4GB,Laptop
CASIO fx 7500g calculatrice pocket programmable computer SCIENTIFIC CALCULATOR,174.45000000000002,MAD,Used,100.0,312,4.0,MAD,174.45000000000002,0,0.0,France,46.52,Unknown,Unknown,Unknown,Other or unknown
Carte Michelangelo Ninja Turtles TMNT FC Family Computer Card,23.143700000000003,MAD,Ungraded,100.0,263,1.89,MAD,23.143700000000003,0,0.0,France,21.9807,Unknown,Unknown,Unknown,Other or unknown
Nintendo Family computer (Famicom) AV mod + sound mod + jailbar fix + connector,174.45000000000002,MAD,New,100.0,60,3.0,MAD,174.45000000000002,0,0.0,France,34.89,Unknown,Unknown,Unknown,Other or unknown
Carte San Goku super saiyan FC Family Computer Card,23.143700000000003,MAD,Ungraded,100.0,263,1.89,MAD,23.143700000000003,0,0.0,France,21.9807,Unknown,Unknown,Unknown,Other or unknown
Pursuit Force de Sony Computer Entertainment | Jeu vidéo | état bon,49.0786,MAD,Used,97.9,477846,0.0,MAD,49.0786,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
USB 3.0 to Ethernet RJ45 LAN réseau Adaptateur 10/100/1000 Gigabit Computer PC,150.02700000000002,MAD,New,100.0,6182,0.0,MAD,150.02700000000002,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
DELL Optiplex 745 DT Retrogaming Computer PC Intel X3230 GT 730 8 G RAM 4x Boot,1383.97,MAD,Used,100.0,1434,12.0,MAD,1383.97,0,0.0,France,139.56,Dell,Unknown,Unknown,Other or unknown
Asus Chromebox 3 Mini Computer | i7 8th Gen | 16Go RAM | 64Go SSD | Chrome OS |,1662.6248000000003,MAD,Used,99.9,6372,15.54,MAD,1662.6248000000003,0,0.0,France,180.7302,Asus,i7,Unknown,Other or unknown
Lego - Tile 1x2 Computer Keyboard Pattern 3069bpb030  - Choose Color & Quantity,11.63,MAD,Used,99.6,20705,2.9,MAD,11.63,0,0.0,France,33.727000000000004,Unknown,Unknown,Unknown,Other or unknown
MICROSOFT SURFACE 1367 TOUCHSCREEN 30'' COMPUTER COFFEE TABLE Without Computer,33727.0,MAD,For Parts,100.0,899,129.0,MAD,33727.0,0,0.0,France,1500.2700000000002,Unknown,Unknown,Unknown,Other or unknown
ALIMENTATION TRANSFO CONSOLE- FAMICOM- FAMILY COMPUTER - ADAPTATEUR SECTEUR-NEUF,126.76700000000001,MAD,New,100.0,1072,0.0,MAD,126.76700000000001,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
Evercade - Thalamus Collection 1 - Cartouche Evercade n°7 Home Computer,232.4837,MAD,New,99.6,16102,0.0,MAD,232.4837,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
Panasonic No CF-29 Personal Computer Touchbook,1604.94,MAD,Used,96.3,353,13.0,MAD,1604.94,0,0.0,France,151.19,Unknown,Unknown,Unknown,Other or unknown
RODA COMPUTER DB6 Handheld durci USB SIM PC UMPC PANTHER Logic Instrument  w XP,2092.237,MAD,New,99.4,4930,8.9,MAD,2092.237,0,0.0,France,103.507,Unknown,Unknown,Unknown,Other or unknown
Lunettes pour Nintendo Family Computer 3D system - Import japon,1744.5000000000002,MAD,Open Box,95.2,19,10.0,MAD,1744.5000000000002,0,0.0,France,116.30000000000001,Unknown,Unknown,Unknown,Other or unknown
Sony Computer Entertainment Inc.SONYRPlayStation 4MODEL CUH-1000Aworking,1610.2898000000002,MAD,Used,100.0,16,0.0,MAD,1610.2898000000002,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
Family Computer Controller Nintendo Switch Online Japan Edition (Region Free/New,1014.0197000000001,MAD,New,99.7,11811,0.0,MAD,1014.0197000000001,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
IPC-Computer Batterie 52Wh Nouveau compatible pour Acer TravelMate X3 (X314-51-M,658.258,MAD,New,99.8,26691,6.9,MAD,658.258,0,0.0,France,80.24700000000001,Acer,Unknown,Unknown,Other or unknown
ATARI 800XL Home Computer Et XC12 Program Recorder Vintage Fonctionne,3314.55,MAD,Used,100.0,2209,32.9,MAD,3314.55,0,0.0,France,382.627,Unknown,Unknown,Unknown,Other or unknown
5pcs Notebook Desktop Computer Core i5 Series Sticker Decoration La~m',23.492600000000003,MAD,New,96.8,4975,0.0,MAD,23.492600000000003,0,0.0,France,0.0,Unknown,i5,Unknown,Other or unknown
Lego - Slope Brick 2x2 Computer Pattern 3039pb042 - Choose Quantity x1 x2 x4,11.63,MAD,Used,99.6,20705,1.6,MAD,11.63,0,0.0,France,18.608,Unknown,Unknown,Unknown,Other or unknown
"Core I5 5250U 4 LAN AES-NI home computer router server support pfsense, linux",1744.5000000000002,MAD,Used,100.0,108,9.0,MAD,1744.5000000000002,0,0.0,France,104.67,Unknown,i5,Unknown,Other or unknown
1PC Hot Selling Computer and TV Screen Storage Rack Wireless Router Set-Top Box ,149.4455,MAD,New,100.0,17,0.0,MAD,149.4455,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
Vintage Computer Cube Carte Son CD-ROM 12V Windows 98SE Pour Old School Games,1289.9996,MAD,Used,99.6,93433,19.9,MAD,1289.9996,0,0.0,France,231.437,Unknown,Unknown,Unknown,Other or unknown
Height Adjustable Computer Monitor Holder 360 Degree Rotation PC Screen Stand~,312.3818,MAD,New,98.2,4704,4.52,MAD,312.3818,0,0.0,France,52.5676,Unknown,Unknown,Unknown,Other or unknown
USB 3.0 to Ethernet RJ45 LAN réseau Adaptateur 10/100/1000 Gigabit Computer PC,114.90440000000002,MAD,New,99.1,33034,0.0,MAD,114.90440000000002,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
IPC-Computer Batterie 49Wh Nouveau compatible pour MSI GE70 2PC/2PE (MS-1759),532.654,MAD,New,99.8,26691,6.9,MAD,532.654,0,0.0,France,80.24700000000001,Msi,Unknown,Unknown,Other or unknown
ATI Rage XL 8MB PCI VGA Video Graphics Card For Desktop PC Computer,215.0387,MAD,New,97.4,480,0.0,MAD,215.0387,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
Advantech Industrial Computer 510,2895.8700000000003,MAD,Used,98.6,3564,10.0,MAD,2895.8700000000003,0,0.0,France,116.30000000000001,Unknown,Unknown,Unknown,Other or unknown
XOSS Vortex Speed Cadence Sensor for Bicycle Computer IPX7 Waterproof 300Hrs Bat,581.3837000000001,MAD,New,96.1,70,0.0,MAD,581.3837000000001,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
Advantech UNO2362GT2A1503E-T UNO-2362G Computer (B476),3779.7500000000005,MAD,New,99.8,2030,15.0,MAD,5815.0,35,2035.2500000000002,France,174.45000000000002,Unknown,Unknown,Unknown,Other or unknown
Xenon Module Computer Control Unit 63117440877 For BMW 5 Series F10 2014-2016,1897.8997000000002,MAD,New,100.0,307,0.0,MAD,1897.8997000000002,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
"Sigma 331 Joystick for Amiga 500,1000,2000,16-bit computer NEW-IN-BOX !",406.46850000000006,MAD,New,100.0,2941,18.0,MAD,406.46850000000006,0,0.0,France,209.34,Unknown,Unknown,Unknown,Other or unknown
Pokemon Trading Card Game Classic Japanese - Choisissez vos cartes - CLL/CLK/CLF,29.075000000000003,MAD,Ungraded,100.0,148,0.0,MAD,29.075000000000003,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
IPC-Computer Batterie 46Wh Nouveau compatible pour Lenovo ThinkPad X395 (20NM),641.9760000000001,MAD,New,99.8,26691,6.9,MAD,641.9760000000001,0,0.0,France,80.24700000000001,Lenovo,Unknown,Unknown,Other or unknown
IPC-Computer Batterie 48Wh Nouveau compatible pour Acer Aspire 7750G,477.99300000000005,MAD,New,99.8,26691,6.9,MAD,477.99300000000005,0,0.0,France,80.24700000000001,Acer,Unknown,Unknown,Other or unknown
Original Automatic Gearbox Computer DC4 EDC Renault Clio IV 310320891R,10076.4646,MAD,New,99.9,11733,0.0,MAD,10076.4646,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
"SNUNMU Mini PC Windows 10 Pro, Intel Celeron N3350 Mini Computer, 4GB DDR3 64GB",604.76,MAD,Used,100.0,25,10.0,MAD,604.76,0,0.0,France,116.30000000000001,Unknown,Unknown,4GB,Other or unknown
ZEISS Industrial Computer Accessory 608094-9230 PLCs/Machine Control,2326.0,MAD,Used,100.0,445,22.0,MAD,2326.0,0,0.0,France,255.86,Unknown,Unknown,Unknown,Other or unknown
ANDRE FRANCIS (1925-2019) Création par computer Nouvelle Figuration 1990 (5),988.5500000000001,MAD,Unknown,100.0,1432,10.0,MAD,988.5500000000001,0,0.0,France,116.30000000000001,Unknown,Unknown,Unknown,Other or unknown
The Computer Programming Bible,58.150000000000006,MAD,Used,100.0,19,5.0,MAD,58.150000000000006,0,0.0,France,58.150000000000006,Unknown,Unknown,Unknown,Other or unknown
ANDRE FRANCIS (1925-2019) Création par computer Nouvelle Figuration 1990 (9),988.5500000000001,MAD,Unknown,100.0,1432,10.0,MAD,988.5500000000001,0,0.0,France,116.30000000000001,Unknown,Unknown,Unknown,Other or unknown
Cable / interrupteur POWER SW demarrage alimentation PC computer cable / switch,31.9825,MAD,New,99.9,21755,1.75,MAD,31.9825,0,0.0,France,20.352500000000003,Unknown,Unknown,Unknown,Other or unknown
IPC-Computer Batterie 41Wh Nouveau compatible pour Asus VivoBook Pro 17 N705FD,543.7025,MAD,New,99.8,26691,6.9,MAD,543.7025,0,0.0,France,80.24700000000001,Asus,Unknown,Unknown,Other or unknown
1 EnceinteSatellite Pour BOSE COMPANION 3 SERIES II MULTIMEDIA COMPUTER SPEAKERS,405.887,MAD,Used,100.0,705,7.9,MAD,405.887,0,0.0,France,91.87700000000001,Unknown,Unknown,Unknown,Other or unknown
12V 40X40X10MM 3Pin 40mm Mini 4cm DC Brushless Computer Cooler Cooling Fan PC,13.956000000000001,MAD,New,99.4,23015,1.66,MAD,13.956000000000001,0,0.0,France,19.3058,Unknown,Unknown,Unknown,Other or unknown
Standard Layout Stickers For Computer Laptop Keyboard Sticker A lot Language ~DT,16.282,MAD,New,97.3,6575,0.0,MAD,16.282,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
KIT RESTAURATION / REPARATION Revêtement Anti-Reflêts pour ECRAN MACBOOK RETINA,145.375,MAD,New,100.0,538,0.0,MAD,145.375,0,0.0,France,0.0,Unknown,Unknown,Unknown,Other or unknown
